country,sex,year,ear_xees_sex_nb
pak,sex_f,2000,2014.0
pak,sex_m,2002,3654.0
pak,sex_t,2002,3432.0
pak,sex_f,2002,2030.0
pak,sex_t,2004,4088.0
pak,sex_m,2004,4329.0
pak,sex_f,2004,2594.0
pak,sex_t,2006,4994.0
pak,sex_m,2006,5249.0
pak,sex_f,2006,3349.0
pak,sex_t,2007,5768.0
pak,sex_m,2007,6100.0
pak,sex_f,2007,3567.0
pak,sex_t,2008,6612.0
pak,sex_m,2008,7010.0
pak,sex_f,2008,3853.0
pak,sex_t,2009,7635.0
pak,sex_m,2009,7997.0
pak,sex_f,2009,5189.0
pak,sex_t,2010,8623.0
pak,sex_m,2010,9017.0
pak,sex_f,2010,5821.0
pak,sex_t,2011,9715.0
pak,sex_m,2011,10211.0
pak,sex_f,2011,6422.0
pan,sex_t,1995,437.0
pan,sex_m,1995,495.0
pan,sex_f,1995,361.0
pan,sex_t,1996,443.0
pan,sex_m,1996,496.0
pan,sex_f,1996,374.0
pan,sex_t,1997,453.0
pan,sex_m,1997,512.0
pan,sex_f,1997,378.0
pan,sex_t,1998,448.0
pan,sex_m,1998,489.0
pan,sex_f,1998,395.0
pan,sex_t,1999,464.0
pan,sex_m,1999,507.0
pan,sex_f,1999,409.0
pan,sex_t,2000,484.0
pan,sex_m,2000,529.0
pan,sex_f,2000,428.0
pan,sex_t,2001,460.0
pan,sex_m,2001,498.0
pan,sex_f,2001,409.0
pan,sex_t,2002,467.0
pan,sex_m,2002,507.0
pan,sex_f,2002,415.0
pan,sex_m,2003,515.0
pan,sex_f,2003,414.0
pan,sex_t,2003,470.0
pan,sex_t,2004,464.0
pan,sex_m,2004,505.0
pan,sex_f,2004,413.0
pan,sex_t,2005,458.0
pan,sex_m,2005,494.0
pan,sex_f,2005,412.0
pan,sex_t,2006,473.0
pan,sex_m,2006,512.0
pan,sex_f,2006,422.0
pan,sex_t,2007,476.0
pan,sex_m,2007,509.0
pan,sex_f,2007,435.0
pan,sex_t,2008,504.0
pan,sex_m,2008,532.0
pan,sex_f,2008,465.0
pan,sex_t,2009,548.0
pan,sex_m,2009,578.0
pan,sex_f,2009,508.0
pan,sex_t,2010,586.0
pan,sex_m,2010,616.0
pan,sex_f,2010,546.0
per,sex_t,1995,644.0
per,sex_m,1995,740.0
per,sex_f,1995,478.0
per,sex_t,1997,888.0
per,sex_m,1997,1006.0
per,sex_f,1997,702.0
per,sex_t,1998,1056.0
per,sex_m,1998,1149.0
per,sex_f,1998,915.0
per,sex_t,1999,1162.0
per,sex_m,1999,1357.0
per,sex_f,1999,913.0
per,sex_t,2000,1147.0
per,sex_m,2000,1245.0
per,sex_f,2000,999.0
per,sex_t,2001,1092.0
per,sex_m,2001,1285.0
per,sex_f,2001,825.0
per,sex_t,2002,1112.0
per,sex_m,2002,1258.0
per,sex_f,2002,905.0
per,sex_t,2003,1120.0
per,sex_m,2003,1245.0
per,sex_f,2003,953.0
per,sex_t,2004,806.0
per,sex_m,2004,910.0
per,sex_f,2004,640.0
per,sex_t,2005,829.0
per,sex_m,2005,927.0
per,sex_f,2005,675.0
per,sex_t,2006,866.0
per,sex_m,2006,955.0
per,sex_f,2006,726.0
per,sex_t,2007,942.0
per,sex_m,2007,1030.0
per,sex_f,2007,809.0
per,sex_t,2008,1001.0
per,sex_m,2008,1138.0
per,sex_f,2008,792.0
per,sex_t,2009,1082.0
per,sex_m,2009,1209.0
per,sex_f,2009,891.0
per,sex_t,2010,1098.0
per,sex_m,2010,1240.0
per,sex_f,2010,891.0
phl,sex_t,2001,5798.0
phl,sex_m,2001,5713.0
phl,sex_f,2001,5934.0
phl,sex_t,2002,5905.0
phl,sex_m,2002,5826.0
phl,sex_f,2002,6028.0
phl,sex_t,2003,6002.0
phl,sex_m,2003,5963.0
phl,sex_f,2003,6065.0
phl,sex_t,2004,6106.0
phl,sex_m,2004,6051.0
phl,sex_f,2004,6196.0
phl,sex_t,2005,6400.0
phl,sex_m,2005,6412.0
phl,sex_f,2005,6383.0
phl,sex_t,2006,6831.0
phl,sex_m,2006,6906.0
phl,sex_f,2006,6719.0
phl,sex_t,2007,6955.0
phl,sex_m,2007,7011.0
phl,sex_f,2007,6871.0
phl,sex_t,2008,7275.0
phl,sex_m,2008,7282.0
phl,sex_f,2008,7266.0
phl,sex_t,2009,7583.0
phl,sex_m,2009,7581.0
phl,sex_f,2009,7587.0
phl,sex_t,2010,7995.0
phl,sex_m,2010,7947.0
phl,sex_f,2010,8068.0
phl,sex_t,2011,8280.0
phl,sex_m,2011,8175.0
phl,sex_f,2011,8439.0
pol,sex_m,1995,831.0
pol,sex_f,1995,635.0
pol,sex_m,1996,943.0
pol,sex_f,1996,747.0
pol,sex_m,1997,1278.0
pol,sex_f,1997,1000.0
pol,sex_m,1998,1441.0
pol,sex_f,1998,1162.0
pol,sex_m,1999,1991.0
pol,sex_f,1999,1592.0
pol,sex_m,2001,2430.0
pol,sex_f,2001,1989.0
pol,sex_m,2002,2425.0
pol,sex_f,2002,2016.0
pol,sex_m,2004,2572.0
pol,sex_f,2004,2150.0
pol,sex_m,2006,2904.0
pol,sex_f,2006,2386.0
pol,sex_m,2008,3557.0
pol,sex_f,2008,2893.0
pol,sex_m,2010,3832.0
pol,sex_f,2010,3256.0
prt,sex_t,1995,584.0
prt,sex_m,1995,656.0
prt,sex_f,1995,475.0
prt,sex_t,1996,620.0
prt,sex_m,1996,694.0
prt,sex_f,1996,506.0
prt,sex_t,1997,639.0
prt,sex_m,1997,718.0
prt,sex_f,1997,522.0
prt,sex_t,1998,678.0
prt,sex_m,1998,763.0
prt,sex_f,1998,554.0
prt,sex_t,1999,700.0
prt,sex_m,1999,789.0
prt,sex_f,1999,574.0
prt,sex_t,2000,729.0
prt,sex_m,2000,818.0
prt,sex_f,2000,605.0
prt,sex_t,2002,817.0
prt,sex_m,2002,901.0
prt,sex_f,2002,696.0
prt,sex_t,2003,850.0
prt,sex_m,2003,942.0
prt,sex_f,2003,720.0
prt,sex_t,2004,877.0
prt,sex_m,2004,971.0
prt,sex_f,2004,746.0
prt,sex_t,2005,907.0
prt,sex_m,2005,1003.0
prt,sex_f,2005,776.0
prt,sex_t,2006,934.0
prt,sex_m,2006,1034.0
prt,sex_f,2006,799.0
prt,sex_t,2007,963.0
prt,sex_m,2007,1066.0
prt,sex_f,2007,828.0
prt,sex_t,2008,1008.0
prt,sex_m,2008,1112.0
prt,sex_f,2008,872.0
prt,sex_t,2009,1034.0
prt,sex_m,2009,1139.0
prt,sex_f,2009,899.0
pry,sex_t,1995,600942.0
pry,sex_m,1995,682836.0
pry,sex_f,1995,477383.0
pry,sex_t,1996,630277.0
pry,sex_m,1996,705829.0
pry,sex_f,1996,518742.0
pry,sex_t,1997,766402.0
pry,sex_m,1997,847592.0
pry,sex_f,1997,645623.0
pry,sex_t,1999,854868.0
pry,sex_m,1999,935662.0
pry,sex_f,1999,736440.0
pry,sex_t,2000,888044.0
pry,sex_m,2000,975588.0
pry,sex_f,2000,775328.0
pry,sex_t,2002,878791.0
pry,sex_m,2002,981016.0
pry,sex_f,2002,738969.0
pry,sex_t,2003,1023037.0
pry,sex_m,2003,1135879.0
pry,sex_f,2003,871226.0
pry,sex_t,2004,977944.0
pry,sex_m,2004,1068099.0
pry,sex_f,2004,854429.0
pry,sex_t,2005,1116836.0
pry,sex_m,2005,1249885.0
pry,sex_f,2005,948637.0
pry,sex_t,2006,1197727.0
pry,sex_m,2006,1314993.0
pry,sex_f,2006,1029507.0
pry,sex_t,2007,1245448.0
pry,sex_m,2007,1388703.0
pry,sex_f,2007,1043391.0
pry,sex_t,2008,1402030.0
pry,sex_m,2008,1555145.0
pry,sex_f,2008,1171999.0
pse,sex_m,2000,1736.0
pse,sex_f,2000,1203.0
pse,sex_m,2001,1642.0
pse,sex_f,2001,1235.0
pse,sex_m,2002,1651.0
pse,sex_f,2002,1350.0
pse,sex_m,2003,1647.0
pse,sex_f,2003,1367.0
pse,sex_m,2004,1668.0
pse,sex_f,2004,1393.0
pse,sex_m,2005,1729.0
pse,sex_f,2005,1471.0
pse,sex_m,2006,1848.0
pse,sex_f,2006,1564.0
pse,sex_m,2007,1855.0
pse,sex_f,2007,1564.0
pse,sex_m,2008,2039.0
pse,sex_f,2008,1660.0
pse,sex_m,2009,2048.0
pse,sex_f,2009,1671.0
pse,sex_m,2010,2048.0
pse,sex_f,2010,1671.0
pse,sex_f,2011,1714.0
pse,sex_m,2011,2039.0
qat,sex_t,2006,5206.0
qat,sex_m,2006,5611.0
qat,sex_f,2006,4131.0
qat,sex_t,2007,6318.0
qat,sex_m,2007,6884.0
qat,sex_f,2007,4939.0
qat,sex_t,2008,7400.0
qat,sex_m,2008,8100.0
qat,sex_f,2008,5800.0
qat,sex_t,2009,7792.0
qat,sex_m,2009,8484.0
qat,sex_f,2009,6106.0
qat,sex_t,2011,7401.0
qat,sex_m,2011,7882.0
qat,sex_f,2011,6094.0
reu,sex_t,2004,2145.0
reu,sex_m,2004,2139.0
reu,sex_f,2004,2156.0
reu,sex_t,2005,2177.0
reu,sex_m,2005,2173.0
reu,sex_f,2005,2183.0
reu,sex_t,2006,2234.0
reu,sex_m,2006,2234.0
reu,sex_f,2006,2234.0
reu,sex_t,2007,2295.0
reu,sex_m,2007,2290.0
reu,sex_f,2007,2306.0
rou,sex_t,1995,28.0
rou,sex_t,1996,43.0
rou,sex_t,1997,84.0
rou,sex_t,1998,132.0
rou,sex_t,1999,192.0
rou,sex_t,2000,284.0
rou,sex_t,2001,422.0
rou,sex_t,2002,532.0
rou,sex_t,2003,664.0
rou,sex_m,2003,727.0
rou,sex_f,2003,591.0
rou,sex_t,2004,818.0
rou,sex_m,2004,886.0
rou,sex_f,2004,743.0
rou,sex_t,2005,968.0
rou,sex_m,2005,1037.0
rou,sex_f,2005,891.0
rou,sex_t,2006,1146.0
rou,sex_m,2006,1222.0
rou,sex_f,2006,1062.0
rou,sex_t,2007,1396.0
rou,sex_m,2007,1468.0
rou,sex_f,2007,1312.0
rou,sex_t,2008,1761.0
rou,sex_m,2008,1814.0
rou,sex_f,2008,1700.0
rou,sex_t,2009,1845.0
rou,sex_m,2009,1906.0
rou,sex_f,2009,1775.0
rou,sex_t,2010,1902.0
rou,sex_m,2010,2007.0
rou,sex_f,2010,1786.0
sgp,sex_t,1995,2219.0
sgp,sex_m,1995,2517.0
sgp,sex_f,1995,1850.0
sgp,sex_t,1996,2347.0
sgp,sex_m,1996,2646.0
sgp,sex_f,1996,1979.0
sgp,sex_t,1997,2480.0
sgp,sex_m,1997,2781.0
sgp,sex_f,1997,2114.0
sgp,sex_t,1998,2740.0
sgp,sex_m,1998,3141.0
sgp,sex_f,1998,2256.0
sgp,sex_t,1999,2813.0
sgp,sex_m,1999,3222.0
sgp,sex_f,1999,2327.0
sgp,sex_t,2000,3063.0
sgp,sex_m,2000,3518.0
sgp,sex_f,2000,2530.0
sgp,sex_t,2001,3134.0
sgp,sex_m,2001,3606.0
sgp,sex_f,2001,2588.0
sgp,sex_t,2002,3158.0
sgp,sex_m,2002,3632.0
sgp,sex_f,2002,2617.0
sgp,sex_t,2003,3213.0
sgp,sex_m,2003,3698.0
sgp,sex_f,2003,2662.0
sgp,sex_t,2004,3329.0
sgp,sex_m,2004,3825.0
sgp,sex_f,2004,2773.0
sgp,sex_t,2005,3444.0
sgp,sex_m,2005,3962.0
sgp,sex_f,2005,2865.0
sgp,sex_t,2006,3554.0
sgp,sex_m,2006,4081.0
sgp,sex_f,2006,2966.0
sgp,sex_t,2007,3773.0
sgp,sex_m,2007,4335.0
sgp,sex_f,2007,3148.0
sgp,sex_t,2008,3977.0
sgp,sex_m,2008,4560.0
sgp,sex_f,2008,3332.0
sgp,sex_t,2009,3872.0
sgp,sex_m,2009,4436.0
sgp,sex_f,2009,3247.0
sgp,sex_t,2010,4089.0
sgp,sex_m,2010,4686.0
sgp,sex_f,2010,3434.0
sgp,sex_t,2011,4334.0
sgp,sex_m,2011,4964.0
sgp,sex_f,2011,3650.0
slv,sex_t,1999,225.0
slv,sex_m,1999,249.0
slv,sex_f,1999,195.0
slv,sex_t,2000,237.0
slv,sex_m,2000,261.0
slv,sex_f,2000,207.0
slv,sex_t,2001,241.0
slv,sex_m,2001,269.0
slv,sex_f,2001,206.0
slv,sex_t,2002,244.0
slv,sex_m,2002,278.0
slv,sex_f,2002,205.0
slv,sex_t,2004,234.0
slv,sex_m,2004,255.0
slv,sex_f,2004,207.0
slv,sex_t,2005,247.0
slv,sex_m,2005,271.0
slv,sex_f,2005,217.0
slv,sex_t,2006,247.0
slv,sex_m,2006,260.0
slv,sex_f,2006,230.0
slv,sex_t,2007,261.0
slv,sex_m,2007,282.0
slv,sex_f,2007,232.0
slv,sex_t,2008,266.0
slv,sex_m,2008,284.0
slv,sex_f,2008,241.0
slv,sex_t,2009,278.0
slv,sex_m,2009,304.0
slv,sex_f,2009,247.0
slv,sex_t,2010,272.0
slv,sex_m,2010,292.0
slv,sex_f,2010,247.0
svk,sex_t,2002,14597.0
svk,sex_t,2003,15359.0
svk,sex_t,2004,17042.0
svk,sex_t,2005,18504.0
svk,sex_m,2005,21503.0
svk,sex_f,2005,15394.0
svk,sex_t,2006,19774.0
svk,sex_m,2006,22686.0
svk,sex_f,2006,16575.0
svk,sex_t,2007,21658.0
svk,sex_m,2007,24727.0
svk,sex_f,2007,18341.0
svk,sex_t,2008,23288.0
svk,sex_m,2008,26318.0
svk,sex_f,2008,20010.0
svk,sex_t,2009,803.0
svk,sex_m,2009,913.0
svk,sex_f,2009,682.0
svk,sex_t,2010,831.0
svk,sex_m,2010,941.0
svk,sex_f,2010,709.0
svk,sex_t,2011,855.0
svk,sex_m,2011,966.0
svk,sex_f,2011,732.0
svn,sex_t,2004,266522.0
svn,sex_m,2004,275426.0
svn,sex_f,2004,256193.0
svn,sex_t,2005,1178.0
svn,sex_m,2005,1216.0
svn,sex_f,2005,1132.0
svn,sex_t,2006,1244.0
svn,sex_m,2006,1284.0
svn,sex_f,2006,1196.0
svn,sex_t,2007,1322.0
svn,sex_m,2007,1370.0
svn,sex_f,2007,1263.0
svn,sex_t,2008,1431.0
svn,sex_m,2008,1481.0
svn,sex_f,2008,1369.0
svn,sex_t,2009,1479.0
svn,sex_m,2009,1499.0
svn,sex_f,2009,1454.0
svn,sex_t,2010,1549.0
svn,sex_m,2010,1574.0
svn,sex_f,2010,1519.0
swe,sex_t,1995,16000.0
swe,sex_m,1995,17300.0
swe,sex_f,1995,14700.0
swe,sex_t,1996,17000.0
swe,sex_m,1996,18600.0
swe,sex_f,1996,15500.0
swe,sex_t,1997,17900.0
swe,sex_m,1997,19600.0
swe,sex_f,1997,16200.0
swe,sex_t,1998,18600.0
swe,sex_m,1998,20400.0
swe,sex_f,1998,16800.0
swe,sex_t,1999,19400.0
swe,sex_m,1999,21200.0
swe,sex_f,1999,17600.0
swe,sex_t,2000,20500.0
swe,sex_m,2000,22500.0
swe,sex_f,2000,18400.0
swe,sex_t,2001,21300.0
swe,sex_m,2001,23300.0
swe,sex_f,2001,19200.0
swe,sex_t,2002,22100.0
swe,sex_m,2002,24100.0
swe,sex_f,2002,20000.0
swe,sex_t,2003,22800.0
swe,sex_m,2003,24800.0
swe,sex_f,2003,20700.0
swe,sex_t,2004,23600.0
swe,sex_m,2004,25700.0
swe,sex_f,2004,21500.0
swe,sex_t,2005,24300.0
swe,sex_m,2005,26400.0
swe,sex_f,2005,22100.0
swe,sex_t,2006,25000.0
swe,sex_m,2006,27100.0
swe,sex_f,2006,22800.0
swe,sex_t,2007,25800.0
swe,sex_m,2007,28000.0
swe,sex_f,2007,23500.0
swe,sex_t,2008,27100.0
swe,sex_m,2008,29400.0
swe,sex_f,2008,24700.0
swe,sex_t,2009,27900.0
swe,sex_m,2009,30100.0
swe,sex_f,2009,25700.0
swe,sex_t,2010,28400.0
swe,sex_m,2010,30600.0
swe,sex_f,2010,26200.0
swe,sex_t,2011,29000.0
swe,sex_m,2011,31200.0
swe,sex_f,2011,26800.0
swz,sex_t,1995,1091.0
swz,sex_m,1995,1087.0
swz,sex_f,1995,1100.0
swz,sex_t,1996,1185.0
swz,sex_m,1996,1192.0
swz,sex_f,1996,1167.0
swz,sex_t,1997,1394.0
swz,sex_m,1997,1564.0
swz,sex_f,1997,1365.0
swz,sex_t,1998,1585.0
swz,sex_m,1998,1661.0
swz,sex_f,1998,1494.0
swz,sex_t,1999,1706.0
swz,sex_m,1999,1962.0
swz,sex_f,1999,1776.0
swz,sex_t,2000,1755.0
swz,sex_m,2000,1791.0
swz,sex_f,2000,1681.0
syr,sex_t,2006,8696.0
syr,sex_m,2006,8669.0
syr,sex_f,2006,8834.0
syr,sex_t,2007,9017.0
syr,sex_m,2007,8961.0
syr,sex_f,2007,9306.0
syr,sex_t,2008,10622.0
syr,sex_m,2008,10552.0
syr,sex_f,2008,10977.0
syr,sex_t,2009,11096.0
syr,sex_m,2009,10967.0
syr,sex_f,2009,11779.0
syr,sex_t,2010,11344.0
syr,sex_m,2010,11227.0
syr,sex_f,2010,11981.0
syr,sex_t,2011,13844.0
syr,sex_m,2011,13502.0
syr,sex_f,2011,15592.0
tha,sex_t,2001,6663.0
tha,sex_m,2001,6951.0
tha,sex_f,2001,6291.0
tha,sex_t,2002,6611.0
tha,sex_m,2002,6940.0
tha,sex_f,2002,6184.0
tha,sex_t,2003,6759.0
tha,sex_m,2003,7091.0
tha,sex_f,2003,6328.0
tha,sex_t,2004,6915.0
tha,sex_m,2004,7206.0
tha,sex_f,2004,6533.0
tha,sex_t,2005,7389.0
tha,sex_m,2005,7683.0
tha,sex_f,2005,7019.0
tha,sex_t,2006,7851.0
tha,sex_m,2006,8071.0
tha,sex_f,2006,7571.0
tha,sex_t,2007,8085.0
tha,sex_m,2007,8315.0
tha,sex_f,2007,7801.0
tha,sex_t,2008,8913.0
tha,sex_m,2008,9091.0
tha,sex_f,2008,8693.0
tha,sex_t,2009,8694.0
tha,sex_m,2009,8833.0
tha,sex_f,2009,8521.0
tha,sex_t,2010,9262.0
tha,sex_m,2010,9404.0
tha,sex_f,2010,9085.0
tha,sex_t,2011,9935.0
tha,sex_m,2011,10093.0
tha,sex_f,2011,9740.0
tur,sex_t,2006,1103.0
tur,sex_m,2006,1107.0
tur,sex_f,2006,1091.0
tur,sex_t,2010,1512.0
tur,sex_m,2010,1510.0
tur,sex_f,2010,1519.0
twn,sex_t,1995,35389.0
twn,sex_m,1995,40571.0
twn,sex_f,1995,28395.0
twn,sex_t,1996,36699.0
twn,sex_m,1996,41892.0
twn,sex_f,1996,29745.0
twn,sex_t,1997,38489.0
twn,sex_m,1997,43714.0
twn,sex_f,1997,31522.0
twn,sex_t,1998,39673.0
twn,sex_m,1998,45004.0
twn,sex_f,1998,32686.0
twn,sex_t,1999,40842.0
twn,sex_m,1999,46165.0
twn,sex_f,1999,33962.0
twn,sex_t,2000,41861.0
twn,sex_m,2000,47253.0
twn,sex_f,2000,35007.0
twn,sex_t,2001,41960.0
twn,sex_m,2001,47010.0
twn,sex_f,2001,35620.0
twn,sex_t,2002,41530.0
twn,sex_m,2002,46128.0
twn,sex_f,2002,35838.0
twn,sex_t,2003,42065.0
twn,sex_m,2003,46691.0
twn,sex_f,2003,36371.0
twn,sex_t,2004,42685.0
twn,sex_m,2004,47472.0
twn,sex_f,2004,36845.0
twn,sex_t,2005,43163.0
twn,sex_m,2005,47836.0
twn,sex_f,2005,37480.0
twn,sex_t,2006,43493.0
twn,sex_m,2006,48021.0
twn,sex_f,2006,38035.0
twn,sex_t,2007,44414.0
twn,sex_m,2007,48903.0
twn,sex_f,2007,39032.0
twn,sex_t,2008,44424.0
twn,sex_m,2008,49065.0
twn,sex_f,2008,38870.0
twn,sex_t,2009,42176.0
twn,sex_m,2009,46459.0
twn,sex_f,2009,37144.0
twn,sex_t,2010,44430.0
twn,sex_m,2010,48898.0
twn,sex_f,2010,39176.0
twn,sex_t,2011,45642.0
twn,sex_m,2011,50296.0
twn,sex_f,2011,40187.0
ukr,sex_t,1995,73.0
ukr,sex_m,1995,98.0
ukr,sex_f,1995,66.0
ukr,sex_t,1996,126.0
ukr,sex_m,1996,167.0
ukr,sex_f,1996,114.0
ukr,sex_t,1997,143.0
ukr,sex_m,1997,182.0
ukr,sex_f,1997,132.0
ukr,sex_t,1998,153.0
ukr,sex_m,1998,176.0
ukr,sex_f,1998,131.0
ukr,sex_t,1999,178.0
ukr,sex_m,1999,206.0
ukr,sex_f,1999,149.0
ukr,sex_t,2000,230.0
ukr,sex_m,2000,269.0
ukr,sex_f,2000,191.0
ukr,sex_t,2001,311.0
ukr,sex_m,2001,367.0
ukr,sex_f,2001,256.0
ukr,sex_t,2002,376.0
ukr,sex_m,2002,447.0
ukr,sex_f,2002,310.0
ukr,sex_t,2003,462.0
ukr,sex_m,2003,552.0
ukr,sex_f,2003,379.0
ukr,sex_t,2004,590.0
ukr,sex_m,2004,707.0
ukr,sex_f,2004,485.0
ukr,sex_t,2005,806.0
ukr,sex_m,2005,953.0
ukr,sex_f,2005,675.0
ukr,sex_t,2006,1041.0
ukr,sex_m,2006,1216.0
ukr,sex_f,2006,885.0
ukr,sex_t,2007,1351.0
ukr,sex_m,2007,1578.0
ukr,sex_f,2007,1150.0
ukr,sex_t,2008,1806.0
ukr,sex_m,2008,2080.0
ukr,sex_f,2008,1565.0
ukr,sex_t,2009,1906.0
ukr,sex_m,2009,2173.0
ukr,sex_f,2009,1677.0
ukr,sex_t,2010,2239.0
ukr,sex_m,2010,2538.0
ukr,sex_f,2010,1974.0
ukr,sex_t,2011,2633.0
ukr,sex_m,2011,3035.0
ukr,sex_f,2011,2272.0
ury,sex_t,2000,6615.0
ury,sex_m,2000,7701.0
ury,sex_f,2000,5313.0
ury,sex_t,2001,6601.0
ury,sex_m,2001,7600.0
ury,sex_f,2001,5431.0
ury,sex_t,2002,6688.0
ury,sex_m,2002,7744.0
ury,sex_f,2002,5481.0
ury,sex_t,2003,6861.0
ury,sex_m,2003,7855.0
ury,sex_f,2003,5757.0
ury,sex_t,2004,7445.0
ury,sex_m,2004,8608.0
ury,sex_f,2004,6082.0
ury,sex_t,2005,7880.0
ury,sex_m,2005,8970.0
ury,sex_f,2005,6667.0
ury,sex_t,2006,9211.0
ury,sex_m,2006,10475.0
ury,sex_f,2006,7692.0
ury,sex_t,2007,10622.0
ury,sex_m,2007,12048.0
ury,sex_f,2007,9016.0
ury,sex_t,2008,11667.0
ury,sex_m,2008,13563.0
ury,sex_f,2008,9609.0
ury,sex_t,2009,13662.0
ury,sex_m,2009,15824.0
ury,sex_f,2009,11295.0
ury,sex_t,2010,14528.0
ury,sex_m,2010,16579.0
ury,sex_f,2010,12282.0
ury,sex_t,2011,16610.0
ury,sex_m,2011,18819.0
ury,sex_f,2011,14151.0
ven,sex_t,1995,41.0
ven,sex_m,1995,43.0
ven,sex_f,1995,39.0
ven,sex_t,1996,70.0
ven,sex_m,1996,73.0
ven,sex_f,1996,65.0
ven,sex_t,1997,122.0
ven,sex_m,1997,127.0
ven,sex_f,1997,115.0
ven,sex_t,1998,160.0
ven,sex_m,1998,166.0
ven,sex_f,1998,149.0
ven,sex_t,1999,183.0
ven,sex_m,1999,189.0
ven,sex_f,1999,174.0
ven,sex_t,2000,197.0
ven,sex_m,2000,203.0
ven,sex_f,2000,188.0
ven,sex_t,2001,241.0
ven,sex_m,2001,245.0
ven,sex_f,2001,234.0
ven,sex_t,2002,268.0
ven,sex_m,2002,272.0
ven,sex_f,2002,262.0
ven,sex_t,2003,301.0
ven,sex_m,2003,311.0
ven,sex_f,2003,284.0
ven,sex_t,2004,401.0
ven,sex_m,2004,414.0
ven,sex_f,2004,382.0
ven,sex_t,2005,527.0
ven,sex_m,2005,541.0
ven,sex_f,2005,504.0
ven,sex_t,2006,690.0
ven,sex_m,2006,714.0
ven,sex_f,2006,654.0
ven,sex_t,2007,895.0
ven,sex_m,2007,923.0
ven,sex_f,2007,852.0
ven,sex_t,2008,1196.0
ven,sex_m,2008,1244.0
ven,sex_f,2008,1127.0
ven,sex_t,2009,1478.0
ven,sex_m,2009,1513.0
ven,sex_f,2009,1428.0
ven,sex_t,2010,1881.0
ven,sex_m,2010,1928.0
ven,sex_f,2010,1815.0
vnm,sex_m,2007,1464000.0
vnm,sex_f,2007,1280000.0
vnm,sex_t,2009,2106100.0
vnm,sex_m,2009,2562000.0
vnm,sex_f,2009,2175000.0
vnm,sex_t,2010,2519000.0
vnm,sex_m,2010,2668000.0
vnm,sex_f,2010,2297000.0
