country,year,ear_xees_mod_nb
npl,2012,268.3
npl,2013,294.1
nzl,1998,2427.0
nzl,1999,2470.0
nzl,2000,2526.0
nzl,2001,2639.0
nzl,2002,2687.0
nzl,2003,2834.0
nzl,2004,2925.0
nzl,2005,3103.0
nzl,2006,3198.0
nzl,2007,3436.0
nzl,2008,3575.0
nzl,2009,3653.0
nzl,2010,3796.0
nzl,2011,3891.0
nzl,2012,3995.0
nzl,2013,4169.0
omn,2006,177.0
omn,2007,197.0
omn,2008,217.0
omn,2009,228.0
omn,2010,228.0
omn,2011,313.0
omn,2012,350.0
pak,1995,2328.0
pak,1997,2986.0
pak,1998,3052.0
pak,2000,3157.0
pak,2002,3432.0
pak,2004,4088.0
pak,2006,4994.0
pak,2007,5768.0
pak,2008,6612.0
pak,2009,7635.0
pak,2010,8623.0
pak,2011,9715.0
pak,2013,12118.1
pan,1995,437.0
pan,1995,569.0
pan,1996,532.0
pan,1996,443.0
pan,1997,542.0
pan,1997,453.0
pan,1998,448.0
pan,1998,538.0
pan,1999,464.0
pan,1999,541.0
pan,2000,519.0
pan,2000,484.0
pan,2001,460.0
pan,2001,512.0
pan,2002,505.0
pan,2002,467.0
pan,2003,470.0
pan,2003,508.0
pan,2004,464.0
pan,2004,515.0
pan,2005,521.0
pan,2005,458.0
pan,2006,547.0
pan,2006,473.0
pan,2007,577.0
pan,2007,476.0
pan,2008,504.0
pan,2008,608.0
pan,2009,548.0
pan,2009,635.0
pan,2010,585.6
pan,2010,706.0
pan,2011,646.1
pan,2011,744.2
pan,2012,719.7
pan,2012,817.3
per,1995,644.0
per,1995,1644.0
per,1996,1837.0
per,1997,887.6
per,1997,2029.0
per,1998,1055.8
per,1998,2266.0
per,1999,2494.0
per,1999,1161.8
per,2000,1147.0
per,2000,2698.0
per,2001,1092.2
per,2001,2633.0
per,2002,1111.9
per,2002,2654.0
per,2003,2759.0
per,2003,1119.6
per,2004,805.6
per,2004,2829.0
per,2004,846.1
per,2005,2840.0
per,2005,828.8
per,2005,842.3
per,2006,2827.0
per,2006,866.5
per,2006,907.0
per,2007,937.0
per,2007,2835.0
per,2007,979.0
per,2008,995.0
per,2008,2904.0
per,2008,1080.8
per,2009,1082.3
per,2009,1177.4
per,2010,1100.0
per,2010,1170.4
per,2011,1154.0
per,2011,1258.1
per,2012,1254.3
per,2012,1369.3
per,2013,1413.4
phl,2001,5798.0
phl,2002,5905.0
phl,2003,6002.0
phl,2004,6106.0
phl,2005,6400.0
phl,2006,6831.0
phl,2007,6955.0
phl,2008,7275.0
phl,2009,7583.0
phl,2010,7995.0
phl,2011,8280.0
phl,2012,8707.0
phl,2013,9107.0
pol,1995,691.0
pol,1996,874.0
pol,1997,1066.0
pol,1998,1233.0
pol,1999,1697.0
pol,2000,1894.0
pol,2001,2045.0
pol,2002,2098.0
pol,2003,2185.0
pol,2004,2273.0
pol,2005,2361.0
pol,2006,2476.0
pol,2007,2673.0
pol,2008,2942.0
pol,2009,3102.0
pol,2010,3224.0
pol,2011,3404.0
pol,2012,3530.0
pri,2001,1642.3
pri,2002,1720.3
pri,2003,1794.0
pri,2004,1854.7
pri,2005,1906.7
pri,2006,1976.0
pri,2007,2062.7
pri,2008,2127.7
pri,2009,2197.0
pri,2010,2218.7
pri,2011,2223.0
pri,2012,2244.7
pri,2013,2240.3
prt,1995,584.0
prt,1996,619.7
prt,1997,638.6
prt,1998,677.8
prt,1999,700.2
prt,2000,729.4
prt,2002,817.4
prt,2003,849.6
prt,2004,877.5
prt,2005,907.2
prt,2006,934.0
prt,2007,963.3
prt,2008,1008.0
prt,2009,1034.2
prt,2010,1075.3
prt,2011,1083.8
prt,2012,1094.7
pry,1995,600942.0
pry,1996,630277.0
pry,1997,766402.0
pry,1999,854868.0
pry,2000,888044.0
pry,2001,100.0
pry,2002,878791.0
pry,2002,107.6
pry,2003,1023037.0
pry,2003,119.9
pry,2004,977944.0
pry,2004,127.1
pry,2005,1116836.0
pry,2005,138.7
pry,2006,1197727.0
pry,2006,154.0
pry,2007,1245448.0
pry,2007,167.8
pry,2008,1402030.0
pry,2008,183.7
pry,2009,195.8
pry,2010,208.4
pry,2011,228.9
pry,2012,239.5
pry,2013,251.5
pse,1999,1313.0
pse,2000,1378.0
pse,2001,1387.0
pse,2002,1406.0
pse,2003,1398.0
pse,2004,1447.0
pse,2005,1491.0
pse,2006,1597.0
pse,2007,1586.0
pse,2008,1655.0
pse,2009,1727.0
pse,2010,1688.0
pse,2011,1685.7
pse,2012,1729.0
pse,2013,1744.2
qat,2006,5206.0
qat,2007,6318.0
qat,2008,7400.0
qat,2009,7792.0
qat,2011,7401.0
qat,2012,8654.0
qat,2013,9435.0
reu,2004,2145.0
reu,2005,2177.0
reu,2006,2234.0
reu,2007,2295.0
rou,1995,27.6
rou,1996,42.6
rou,1997,84.3
rou,1998,131.9
rou,1999,192.2
rou,2000,284.0
rou,2001,422.0
rou,2002,532.1
rou,2003,663.8
rou,2004,818.3
rou,2005,968.0
rou,2006,1146.0
rou,2007,1396.0
rou,2008,1761.0
rou,2009,1845.0
rou,2010,1902.0
rou,2011,1980.0
rou,2012,2063.0
rus,1995,472.0
rus,1995,472.0
rus,1996,790.0
rus,1996,790.0
rus,1997,950.0
rus,1997,950.0
rus,1998,1052.0
rus,1998,1052.0
rus,1999,1523.0
rus,1999,1523.0
rus,2000,2223.0
rus,2000,2223.0
rus,2001,3240.0
rus,2001,3240.0
rus,2002,4360.0
rus,2002,4360.0
rus,2003,5499.0
rus,2003,5499.0
rus,2004,6740.0
rus,2004,6740.0
rus,2005,8555.0
rus,2005,8555.0
rus,2006,10634.0
rus,2006,10634.0
rus,2007,13593.0
rus,2007,13593.0
rus,2008,17290.0
rus,2008,17290.0
rus,2009,18638.0
rus,2010,20952.0
rus,2011,23369.0
rus,2012,26629.0
rus,2013,29960.0
rwa,2001,275080.0
rwa,2005,177987.0
sau,1995,1865.0
sau,1996,2008.0
sau,1997,2073.0
sau,1998,2157.0
sau,1999,2166.0
sau,2000,2172.0
sau,2001,2162.0
sau,2006,2179.0
sau,2007,2212.0
sau,2008,2263.0
sau,2009,2313.0
sen,1995,143496.0
sen,1996,137288.0
sen,1997,154230.0
sen,1998,167023.0
sen,1999,168577.0
sen,2000,165498.0
sen,2001,177667.0
sen,2002,188771.0
sen,2003,201356.0
sen,2004,203618.0
sen,2005,211953.0
sen,2006,221180.0
sgp,1995,2219.0
sgp,1996,2347.0
sgp,1997,2480.0
sgp,1998,2740.0
sgp,1999,2813.0
sgp,2000,3063.0
sgp,2001,3134.0
sgp,2002,3158.0
sgp,2003,3213.0
sgp,2004,3329.0
sgp,2005,3444.0
sgp,2006,3554.0
sgp,2007,3773.0
sgp,2008,3977.0
sgp,2009,3872.0
sgp,2010,4089.0
sgp,2011,4334.0
sgp,2012,4433.0
sgp,2013,4622.0
slb,1995,744.0
slb,1996,1067.0
slv,1999,225.0
slv,2000,237.0
slv,2001,241.0
slv,2002,244.0
slv,2004,234.0
slv,2005,247.0
slv,2006,247.0
slv,2007,261.0
slv,2008,266.0
slv,2009,277.6
slv,2010,271.7
slv,2011,270.7
slv,2012,278.7
srb,1997,1324.9
srb,1998,1703.4
srb,1999,1991.7
srb,2000,3799.0
srb,2001,8739.0
srb,2002,13260.0
srb,2003,16612.0
srb,2004,20555.0
srb,2005,25514.0
srb,2006,31745.0
srb,2007,38744.0
srb,2008,45674.0
srb,2009,44147.0
srb,2010,47450.0
srb,2011,52733.0
srb,2012,57430.0
srb,2013,60708.0
svk,2000,379.4
svk,2001,410.4
svk,2002,14597.0
svk,2002,448.5
svk,2003,15359.0
svk,2003,476.8
svk,2004,525.3
svk,2004,17042.0
svk,2005,573.4
svk,2005,18504.0
svk,2006,19774.0
svk,2006,622.8
svk,2007,668.7
svk,2007,21658.0
svk,2008,723.0
svk,2008,23288.0
svk,2009,803.0
svk,2009,744.5
svk,2010,769.0
svk,2010,831.0
svk,2011,855.0
svk,2011,786.0
svk,2012,805.0
svk,2012,888.0
svk,2013,824.0
svn,2000,799.8
svn,2001,895.4
svn,2002,982.5
svn,2003,1056.6
svn,2004,1116.6
svn,2004,266522.0
svn,2005,1157.1
svn,2005,1178.0
svn,2006,1212.8
svn,2006,1244.2
svn,2007,1284.8
svn,2007,1322.0
svn,2008,1427.0
svn,2008,1391.4
svn,2009,1439.0
svn,2009,1477.0
svn,2010,1538.0
svn,2010,1494.9
svn,2011,1524.7
svn,2011,1582.0
svn,2012,1600.0
svn,2012,1525.5
svn,2013,1523.2
swe,1995,16000.0
swe,1996,19900.0
swe,1996,17000.0
swe,1997,17900.0
swe,1997,20700.0
swe,1998,18600.0
swe,1998,21740.0
swe,1999,22470.0
swe,1999,19400.0
swe,2000,23450.0
swe,2000,20500.0
swe,2001,21300.0
swe,2001,24530.0
swe,2002,22100.0
swe,2002,25550.0
swe,2003,26240.0
swe,2003,22800.0
swe,2004,27130.0
swe,2004,23600.0
swe,2005,24300.0
swe,2005,28080.0
swe,2006,28890.0
swe,2006,25000.0
swe,2007,29940.0
swe,2007,25800.0
swe,2008,31240.0
swe,2008,27100.0
swe,2009,32170.0
swe,2009,27900.0
swe,2010,28400.0
swe,2010,32660.0
swe,2011,29000.0
swe,2011,33570.0
swe,2012,29800.0
swe,2013,30600.0
swz,1995,1091.0
swz,1996,1185.0
swz,1997,1394.0
swz,1998,1585.0
swz,1999,1706.0
swz,2000,1755.0
syr,2006,8696.0
syr,2007,9017.0
syr,2008,10622.0
syr,2009,11096.0
syr,2010,11344.0
syr,2011,13844.0
tcd,2011,96197.0
tha,2001,6663.3
tha,2002,6611.0
tha,2003,6758.5
tha,2004,6915.2
tha,2005,7389.4
tha,2006,7850.6
tha,2007,8085.1
tha,2008,8912.7
tha,2009,8694.2
tha,2010,9262.2
tha,2011,9935.0
tha,2012,11100.8
tha,2013,12002.9
tjk,1995,0.9
tjk,1996,2.8
tjk,1996,3.0
tjk,1997,5.0
tjk,1997,4.9
tjk,1998,8.8
tjk,1998,9.2
tjk,1999,11.6
tjk,1999,12.4
tjk,2000,15.6
tjk,2000,16.2
tjk,2001,24.4
tjk,2001,23.5
tjk,2002,33.7
tjk,2002,32.6
tjk,2003,46.3
tjk,2003,44.6
tjk,2004,61.8
tjk,2004,63.1
tjk,2005,89.2
tjk,2005,83.6
tjk,2006,121.8
tjk,2006,116.3
tjk,2007,163.3
tjk,2007,169.8
tjk,2008,231.5
tjk,2008,243.0
tjk,2009,284.4
tjk,2009,306.1
tjk,2010,354.4
tjk,2010,361.0
tjk,2011,442.1
tjk,2011,463.9
tjk,2012,555.3
tjk,2012,572.7
tjk,2013,724.6
tkm,1995,2.0
tkm,1996,14.0
tkm,1997,37.0
tkm,1998,54.0
tkm,1999,66.0
tkm,2000,119.0
tkm,2001,176.0
tkm,2002,190.0
tkm,2003,350.0
tkm,2005,504.0
tkm,2007,507.1
tkm,2008,604.4
tkm,2009,677.6
tkm,2010,742.8
tkm,2011,848.4
tkm,2012,943.4
tkm,2013,1047.2
tls,2010,174.0
tur,2003,1053.0
tur,2004,1163.0
tur,2005,1311.0
tur,2005,61.3
tur,2006,1103.0
tur,2006,1474.0
tur,2006,69.4
tur,2007,1620.0
tur,2007,79.6
tur,2008,1793.0
tur,2008,88.0
tur,2009,1938.0
tur,2009,86.3
tur,2010,1902.0
tur,2010,1512.0
tur,2010,100.0
tur,2011,115.7
tur,2012,133.8
tur,2013,153.1
twn,1995,35389.0
twn,1996,36699.0
twn,1997,38489.0
twn,1998,39673.0
twn,1999,40842.0
twn,2000,41861.0
twn,2001,41960.0
twn,2002,41530.0
twn,2003,42065.0
twn,2004,42680.0
twn,2005,43159.0
twn,2006,43488.0
twn,2007,44392.0
twn,2008,44367.0
twn,2009,42182.0
twn,2010,44359.0
twn,2011,45508.0
twn,2012,45589.0
twn,2013,45664.0
tza,1995,75361.0
tza,2000,49954.0
tza,2001,144846.3
tza,2002,178147.0
tza,2005,294907.0
tza,2006,458692.0
tza,2006,98454.0
tza,2007,437378.0
tza,2010,355208.0
tza,2011,368589.0
tza,2012,356666.0
uga,2004,237542.0
uga,2005,245679.0
uga,2006,274291.0
uga,2007,316029.0
uga,2008,283052.0
uga,2009,312372.0
uga,2010,340698.0
uga,2011,384465.0
uga,2012,459639.0
ukr,1995,73.0
ukr,1996,126.0
ukr,1997,143.0
ukr,1998,153.0
ukr,1999,178.0
ukr,2000,230.0
ukr,2001,311.0
ukr,2002,376.0
ukr,2003,462.0
ukr,2004,590.0
ukr,2005,806.0
ukr,2006,1041.0
ukr,2007,1351.0
ukr,2008,1806.0
ukr,2009,1906.0
ukr,2010,2239.0
ukr,2011,2633.0
ukr,2012,3026.0
ukr,2013,3265.0
ury,1996,36.2
ury,1997,43.5
ury,1998,49.1
ury,1999,52.7
ury,2000,6615.0
ury,2000,54.5
ury,2001,6601.0
ury,2001,56.7
ury,2002,6688.0
ury,2002,57.3
ury,2003,6861.0
ury,2003,60.3
ury,2004,7445.0
ury,2004,65.8
ury,2005,7880.0
ury,2005,72.0
ury,2006,9211.0
ury,2006,80.0
ury,2007,10622.0
ury,2007,90.6
ury,2008,11667.0
ury,2008,101.1
ury,2009,13662.0
ury,2009,116.2
ury,2010,14528.0
ury,2010,128.0
ury,2011,16610.0
ury,2011,144.0
ury,2012,18192.1
ury,2012,162.2
ury,2013,181.4
usa,1995,1734.3
usa,1996,1791.7
usa,1997,1872.2
usa,1998,1944.6
usa,1999,2007.9
usa,2000,2085.9
usa,2001,2140.9
usa,2002,2197.1
usa,2003,2246.4
usa,2004,2293.3
usa,2005,2359.2
usa,2006,2460.9
usa,2007,2557.7
usa,2007,3142.8
usa,2008,2635.1
usa,2008,3228.3
usa,2009,2675.8
usa,2009,3265.3
usa,2010,3340.2
usa,2010,2761.1
usa,2011,2837.2
usa,2011,3435.1
usa,2012,2890.3
usa,2012,3518.6
usa,2013,3580.5
usa,2013,2942.4
uzb,1995,1066.0
uzb,1996,2155.0
uzb,1997,3215.0
uzb,1998,4482.0
uzb,1999,7134.0
uzb,2001,16642.0
uzb,2002,30206.0
uzb,2003,40084.0
uzb,2004,53201.0
uzb,2011,921300.0
uzb,2012,1056800.0
ven,1995,41.4
ven,1996,69.8
ven,1997,122.5
ven,1998,159.6
ven,1999,183.3
ven,2000,197.3
ven,2001,240.7
ven,2002,268.0
ven,2003,300.5
ven,2004,400.9
ven,2005,526.7
ven,2006,690.2
ven,2007,895.0
ven,2007,638.3
ven,2008,1196.3
ven,2008,797.7
ven,2009,1478.5
ven,2009,966.7
ven,2010,1881.5
ven,2010,1180.9
ven,2011,1551.9
ven,2011,2345.9
ven,2012,1986.8
ven,2012,3049.8
ven,2013,2632.9
vnm,1998,578402.8
vnm,2002,642084.2
vnm,2004,787187.6
vnm,2006,1023434.0
vnm,2007,1399000.0
vnm,2008,1427180.0
vnm,2009,2395000.0
vnm,2010,2519000.0
vnm,2011,3110500.0
vnm,2011,3105000.0
vnm,2012,3762200.0
vnm,2012,3757000.0
vnm,2013,4126000.0
zaf,2006,7654.7
zaf,2007,8281.0
zaf,2008,9234.8
zaf,2009,10237.3
zaf,2010,11714.8
zaf,2011,12630.5
zaf,2012,13748.0
zaf,2013,14530.0
zmb,2005,293621.0
zmb,2008,824415.0
zwe,1995,1635.0
zwe,1996,2170.0
zwe,1997,3064.0
zwe,1998,3860.0
zwe,1999,5873.0
zwe,2000,11063.0
zwe,2001,15200.0
zwe,2002,27938.0
zwe,2010,388.5
zwe,2011,485.8
zwe,2012,589.1
